Job Title,Company,Job Location,Job Location City,Job Location State,Job Posting Seen,Country,Position,Job Level,Job Type,Job Skills
"Manager, Data Engineering",Jobs for Humanity,"Paris, TX",Paris,TX,2024-01-14,United States,Supervisor,Mid senior,Onsite,Python
"Manager, Data Engineering",Jobs for Humanity,"Paris, TX",Paris,TX,2024-01-14,United States,Supervisor,Mid senior,Onsite,AWS
"Manager, Data Engineering",Jobs for Humanity,"Paris, TX",Paris,TX,2024-01-14,United States,Supervisor,Mid senior,Onsite,Machine Learning
Senior MLOps Engineer,Recruiting from Scratch,"Overland Park, KS",Overland Park,KS,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,Machine Learning
Sr. Data Engineer,ANSER,"Washington, DC",Washington,DC,2024-01-14,United States,Computer Systems Hardware Analyst,Mid senior,Onsite,SQL
Freight Forwarder Data Reporter,Babich & Associates,"Dallas, TX",Dallas,TX,2024-01-16,United States,News Assistant,Mid senior,Onsite,Data Analysis
"IT Manager - Microsoft AD, Azure, O365, Database, and SecOps",Axos Bank,"Las Vegas, NV",Las Vegas,NV,2024-01-16,United States,Manager Regulated Program,Mid senior,Onsite,Project Management
Contractor - Epic Clarity Data Analyst - Revenue Cycle,Deloitte,"Florida, United States",Florida,United States,2024-01-14,United States,Tumor Registrar,Mid senior,Onsite,Data Analysis
Contractor - Epic Clarity Data Analyst - Revenue Cycle,Deloitte,"Florida, United States",Florida,United States,2024-01-14,United States,Tumor Registrar,Mid senior,Onsite,SQL
Contractor - Epic Clarity Data Analyst - Revenue Cycle,Deloitte,"Florida, United States",Florida,United States,2024-01-14,United States,Tumor Registrar,Mid senior,Onsite,Python
Contractor - Epic Clarity Data Analyst - Revenue Cycle,Deloitte,"Florida, United States",Florida,United States,2024-01-14,United States,Tumor Registrar,Mid senior,Onsite,Project Management
Contractor - Epic Clarity Data Analyst - Revenue Cycle,Deloitte,"Florida, United States",Florida,United States,2024-01-14,United States,Tumor Registrar,Mid senior,Onsite,Data Visualization
Data Analytics Audit Team Leader,Frost,"San Antonio, TX",San Antonio,TX,2024-01-15,United States,Auditor Internal,Mid senior,Onsite,Python
Data Analytics Audit Team Leader,Frost,"San Antonio, TX",San Antonio,TX,2024-01-15,United States,Auditor Internal,Mid senior,Onsite,SQL
"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,"Carmel Valley, CA",Carmel Valley,CA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Machine Learning
"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,"Carmel Valley, CA",Carmel Valley,CA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Python
"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,"Carmel Valley, CA",Carmel Valley,CA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Project Management
Staff Data Engineer - Data Platform,Tenstorrent Inc.,"Santa Clara, CA",Santa Clara,CA,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,AWS
Data & Analytics Portfolio Manager (Hybrid) (W2),Quess US,"Edison, NJ",Edison,NJ,2024-01-16,United States,Supervisor Delivery Department,Mid senior,Onsite,Python
Data & Analytics Portfolio Manager (Hybrid) (W2),Quess US,"Edison, NJ",Edison,NJ,2024-01-16,United States,Supervisor Delivery Department,Mid senior,Onsite,SQL
Senior Data Engineer,ClickJobs.io,"Albany, NY",Albany,NY,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,Python
Senior Data Engineer,ClickJobs.io,"Albany, NY",Albany,NY,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,Tableau
Senior Data Engineer,ClickJobs.io,"Albany, NY",Albany,NY,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,SQL
Product Usage Data Analytics Scientist,Trimble Inc.,"Westminster, CO",Westminster,CO,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,Data Science
Product Usage Data Analytics Scientist,Trimble Inc.,"Westminster, CO",Westminster,CO,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,Data Engineering
Product Usage Data Analytics Scientist,Trimble Inc.,"Westminster, CO",Westminster,CO,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,Python
Product Usage Data Analytics Scientist,Trimble Inc.,"Westminster, CO",Westminster,CO,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,SQL
Product Usage Data Analytics Scientist,Trimble Inc.,"Westminster, CO",Westminster,CO,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,Machine Learning
Product Usage Data Analytics Scientist,Trimble Inc.,"Westminster, CO",Westminster,CO,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,Data Analysis
Product Usage Data Analytics Scientist,Trimble Inc.,"Westminster, CO",Westminster,CO,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,Data Visualization
"Senior AI/ML Solutions Architect, Global Life Sciences",Amazon Web Services (AWS),"New York, NY",New York,NY,2024-01-16,United States,Intelligence Specialist,Mid senior,Onsite,Python
Senior Fraud/AML Investigator,NBT Bank,"Norwich, NY",Norwich,NY,2024-01-15,United States,Card Player,Mid senior,Onsite,Data Analysis
Senior Data Services Engineer,Mr. Cooper,"California, United States",California,United States,2024-01-15,United States,Cooper,Mid senior,Onsite,Data Engineering
Senior Data Services Engineer,Mr. Cooper,"California, United States",California,United States,2024-01-15,United States,Cooper,Mid senior,Onsite,Data Visualization
Senior Data Services Engineer,Mr. Cooper,"California, United States",California,United States,2024-01-15,United States,Cooper,Mid senior,Onsite,Tableau
"SAS Data Programmer, Global Pricing",McDonald's,"Chicago, IL",Chicago,IL,2024-01-16,United States,Political Scientist,Mid senior,Onsite,Python
"SAS Data Programmer, Global Pricing",McDonald's,"Chicago, IL",Chicago,IL,2024-01-16,United States,Political Scientist,Mid senior,Onsite,Data Science
"SAS Data Programmer, Global Pricing",McDonald's,"Chicago, IL",Chicago,IL,2024-01-16,United States,Political Scientist,Mid senior,Onsite,Machine Learning
"SAS Data Programmer, Global Pricing",McDonald's,"Chicago, IL",Chicago,IL,2024-01-16,United States,Political Scientist,Mid senior,Onsite,Data Analysis
Clinical Data Quality Analyst,Katalyst HealthCares & Life Sciences,"South Plainfield, NJ",South Plainfield,NJ,2024-01-15,United States,Actuary,Mid senior,Onsite,SQL
Clinical Data Quality Analyst,Katalyst HealthCares & Life Sciences,"South Plainfield, NJ",South Plainfield,NJ,2024-01-15,United States,Actuary,Mid senior,Onsite,Python
Clinical Data Quality Analyst,Katalyst HealthCares & Life Sciences,"South Plainfield, NJ",South Plainfield,NJ,2024-01-15,United States,Actuary,Mid senior,Onsite,AWS
Clinical Data Quality Analyst,Katalyst HealthCares & Life Sciences,"South Plainfield, NJ",South Plainfield,NJ,2024-01-15,United States,Actuary,Mid senior,Onsite,Data Analysis
Data Scientist – Fraud Specialist,Jobs for Humanity,"Arlington, VA",Arlington,VA,2024-01-16,United States,Geophysicist,Mid senior,Onsite,Data Science
Data Scientist – Fraud Specialist,Jobs for Humanity,"Arlington, VA",Arlington,VA,2024-01-16,United States,Geophysicist,Mid senior,Onsite,Data Visualization
Data Scientist – Fraud Specialist,Jobs for Humanity,"Arlington, VA",Arlington,VA,2024-01-16,United States,Geophysicist,Mid senior,Onsite,Machine Learning
Data Scientist – Fraud Specialist,Jobs for Humanity,"Arlington, VA",Arlington,VA,2024-01-16,United States,Geophysicist,Mid senior,Onsite,Data Engineering
Data Scientist – Fraud Specialist,Jobs for Humanity,"Arlington, VA",Arlington,VA,2024-01-16,United States,Geophysicist,Mid senior,Onsite,Tableau
Data Scientist – Fraud Specialist,Jobs for Humanity,"Arlington, VA",Arlington,VA,2024-01-16,United States,Geophysicist,Mid senior,Onsite,Python
Data Scientist – Fraud Specialist,Jobs for Humanity,"Arlington, VA",Arlington,VA,2024-01-16,United States,Geophysicist,Mid senior,Onsite,AWS
Data Scientist – Fraud Specialist,Jobs for Humanity,"Arlington, VA",Arlington,VA,2024-01-16,United States,Geophysicist,Mid senior,Onsite,Data Visualization
Sr. Salesforce Data Cloud Solutions Architect,GoodRx,"Santa Monica, CA",Santa Monica,CA,2024-01-14,United States,Architect,Mid senior,Onsite,Data Analysis
Senior Clinical Data Scientist - Focus on Programming,Boehringer Ingelheim,"Ridgefield, CT",Ridgefield,CT,2024-01-16,United States,Mathematician,Mid senior,Onsite,Data Science
Senior Clinical Data Scientist - Focus on Programming,Boehringer Ingelheim,"Ridgefield, CT",Ridgefield,CT,2024-01-16,United States,Mathematician,Mid senior,Onsite,Python
Senior Clinical Data Scientist - Focus on Programming,Boehringer Ingelheim,"Ridgefield, CT",Ridgefield,CT,2024-01-16,United States,Mathematician,Mid senior,Onsite,SQL
Data Analytics Senior Auditor - Consumer Lending,Wells Fargo,"West Des Moines, IA",West Des Moines,IA,2024-01-14,United States,Auditor,Mid senior,Onsite,SQL
Data Analytics Senior Auditor - Consumer Lending,Wells Fargo,"West Des Moines, IA",West Des Moines,IA,2024-01-14,United States,Auditor,Mid senior,Onsite,Python
Data Analytics Senior Auditor - Consumer Lending,Wells Fargo,"West Des Moines, IA",West Des Moines,IA,2024-01-14,United States,Auditor,Mid senior,Onsite,Tableau
"Lead Software Engineer, Full Stack (Enterprise Data)",Jobs for Humanity,"Hartford, CT",Hartford,CT,2024-01-14,United States,Computer Operator,Mid senior,Onsite,Python
"Lead Software Engineer, Full Stack (Enterprise Data)",Jobs for Humanity,"Hartford, CT",Hartford,CT,2024-01-14,United States,Computer Operator,Mid senior,Onsite,AWS
Senior Data Engineer,Elder Research,"Arlington, VA",Arlington,VA,2024-01-15,United States,Custom Tailor,Mid senior,Onsite,Data Engineering
Senior Data Engineer,Elder Research,"Arlington, VA",Arlington,VA,2024-01-15,United States,Custom Tailor,Mid senior,Onsite,Python
Senior Data Engineer,Elder Research,"Arlington, VA",Arlington,VA,2024-01-15,United States,Custom Tailor,Mid senior,Onsite,SQL
Senior Data Engineer,Elder Research,"Arlington, VA",Arlington,VA,2024-01-15,United States,Custom Tailor,Mid senior,Onsite,Tableau
Senior Data Engineer,Elder Research,"Arlington, VA",Arlington,VA,2024-01-15,United States,Custom Tailor,Mid senior,Onsite,AWS
Senior Data Engineer,Elder Research,"Arlington, VA",Arlington,VA,2024-01-15,United States,Custom Tailor,Mid senior,Onsite,Data Visualization
Senior Data Engineer,Elder Research,"Arlington, VA",Arlington,VA,2024-01-15,United States,Custom Tailor,Mid senior,Onsite,Data Analysis
"Manager, Data Loss Prevention (DLP) Engineer (Symantec)",Jobs for Humanity,"Naperville, IL",Naperville,IL,2024-01-14,United States,Architect,Mid senior,Onsite,AWS
Machine Learning Team Lead,"Matrix Research, Inc","Beavercreek, OH",Beavercreek,OH,2024-01-17,United States,Supervisor Matrix,Mid senior,Onsite,Machine Learning
Machine Learning Team Lead,"Matrix Research, Inc","Beavercreek, OH",Beavercreek,OH,2024-01-17,United States,Supervisor Matrix,Mid senior,Onsite,Data Science
Machine Learning Team Lead,"Matrix Research, Inc","Beavercreek, OH",Beavercreek,OH,2024-01-17,United States,Supervisor Matrix,Mid senior,Onsite,Python
Data Engineer with AI,PETADATA,San Francisco Bay Area,San Francisco Bay Area,,2024-01-14,United States,Computer Operator,Mid senior,Onsite,Data Engineering
Data Engineer with AI,PETADATA,San Francisco Bay Area,San Francisco Bay Area,,2024-01-14,United States,Computer Operator,Mid senior,Onsite,Python
Data Engineer with AI,PETADATA,San Francisco Bay Area,San Francisco Bay Area,,2024-01-14,United States,Computer Operator,Mid senior,Onsite,SQL
Data Engineer with AI,PETADATA,San Francisco Bay Area,San Francisco Bay Area,,2024-01-14,United States,Computer Operator,Mid senior,Onsite,AWS
Data Engineer with AI,PETADATA,San Francisco Bay Area,San Francisco Bay Area,,2024-01-14,United States,Computer Operator,Mid senior,Onsite,Machine Learning
"Senior Manager, Business Data Analysis – Business Intelligence",AIG,"Charlotte, NC",Charlotte,NC,2024-01-13,United States,Range Manager,Mid senior,Onsite,Data Analysis
"Senior Manager, Business Data Analysis – Business Intelligence",AIG,"Charlotte, NC",Charlotte,NC,2024-01-13,United States,Range Manager,Mid senior,Onsite,SQL
Senior Data Engineer,Tredence Inc.,"Cincinnati, OH",Cincinnati,OH,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,Data Science
Senior Data Engineer,Tredence Inc.,"Cincinnati, OH",Cincinnati,OH,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,Data Engineering
Senior Data Engineer,Tredence Inc.,"Cincinnati, OH",Cincinnati,OH,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,Python
Senior Data Engineer,Tredence Inc.,"Cincinnati, OH",Cincinnati,OH,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,SQL
Data Science Technical Fellow,Patterson-UTI Drilling,"Houston, TX",Houston,TX,2024-01-16,United States,Research Subject,Mid senior,Onsite,Python
"Data Scientist, Tiktok Ads-Vertical Solutions",ByteDance,"Seattle, WA",Seattle,WA,2024-01-14,United States,Mechanical Research Engineer,Mid senior,Onsite,Data Science
"Data Scientist, Tiktok Ads-Vertical Solutions",ByteDance,"Seattle, WA",Seattle,WA,2024-01-14,United States,Mechanical Research Engineer,Mid senior,Onsite,SQL
"Data Scientist, Tiktok Ads-Vertical Solutions",ByteDance,"Seattle, WA",Seattle,WA,2024-01-14,United States,Mechanical Research Engineer,Mid senior,Onsite,Python
"Manager, Data Engineering (Python, AWS, Airflow, Snowflake) (Hybrid)",Jobs for Humanity,"New York County, NY",New York County,NY,2024-01-15,United States,Electrician Supervisor,Mid senior,Onsite,Python
"Manager, Data Engineering (Python, AWS, Airflow, Snowflake) (Hybrid)",Jobs for Humanity,"New York County, NY",New York County,NY,2024-01-15,United States,Electrician Supervisor,Mid senior,Onsite,AWS
"Director, Senior Quantitative Finance Analyst, AML Model Validator",Bank of America,"New York, NY",New York,NY,2024-01-15,United States,Actor,Mid senior,Onsite,Machine Learning
"Director, Senior Quantitative Finance Analyst, AML Model Validator",Bank of America,"New York, NY",New York,NY,2024-01-15,United States,Actor,Mid senior,Onsite,Python
"Director, Senior Quantitative Finance Analyst, AML Model Validator",Bank of America,"New York, NY",New York,NY,2024-01-15,United States,Actor,Mid senior,Onsite,SQL
Sales Director - Data & AI,Accenture,"Arlington, VA",Arlington,VA,2024-01-15,United States,Counter Hand,Mid senior,Onsite,AWS
Sales Director - Data & AI,Accenture,"Arlington, VA",Arlington,VA,2024-01-15,United States,Counter Hand,Mid senior,Onsite,Machine Learning
Sr. BODS (Data Services) Developer (Hybrid),Benjamin Moore,"Montvale, NJ",Montvale,NJ,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,SQL
Sr. BODS (Data Services) Developer (Hybrid),Benjamin Moore,"Montvale, NJ",Montvale,NJ,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,Project Management
Sr. BODS (Data Services) Developer (Hybrid),Benjamin Moore,"Montvale, NJ",Montvale,NJ,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,Data Analysis
Sr. BODS (Data Services) Developer (Hybrid),Benjamin Moore,"Montvale, NJ",Montvale,NJ,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,Data Visualization
ETL Datawarehouse Specialist,Synechron,"New York, United States",New York,United States,2024-01-13,United States,Computer Systems Hardware Analyst,Mid senior,Onsite,Python
ETL Datawarehouse Specialist,Synechron,"New York, United States",New York,United States,2024-01-13,United States,Computer Systems Hardware Analyst,Mid senior,Onsite,SQL
Big Data Lead,Hexaware Technologies,"Santa Clara, CA",Santa Clara,CA,2024-01-14,United States,Architect,Mid senior,Onsite,Python
Big Data Lead,Hexaware Technologies,"Santa Clara, CA",Santa Clara,CA,2024-01-14,United States,Architect,Mid senior,Onsite,SQL
"Data Reporting and Analytics Consultant II / SAS - R Programmer, Epidemiologic Research (Durational with Benefits)",Kaiser Permanente,"Pasadena, CA",Pasadena,CA,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,Project Management
Lead Data Engineer,Jobs for Humanity,"York, PA",York,PA,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,Python
Lead Data Engineer,Jobs for Humanity,"York, PA",York,PA,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,AWS
Summer 2024 Datacenter Hardware Validation Engineer Graduate Co-Op/ Intern,AMD,"Austin, TX",Austin,TX,2024-01-14,United States,Set-Key Driver,Mid senior,Onsite,Python
Machine Learning Software Platform Architect,NVIDIA,"Santa Clara, CA",Santa Clara,CA,2024-01-14,United States,Interior Designer,Mid senior,Onsite,Machine Learning
Machine Learning Software Platform Architect,NVIDIA,"Santa Clara, CA",Santa Clara,CA,2024-01-14,United States,Interior Designer,Mid senior,Onsite,Python
Machine Learning Software Platform Architect,NVIDIA,"Santa Clara, CA",Santa Clara,CA,2024-01-14,United States,Interior Designer,Mid senior,Onsite,SQL
Lead Machine Learning Engineer,Jobs for Humanity,"Hartford, CT",Hartford,CT,2024-01-14,United States,Mechanical Research Engineer,Mid senior,Onsite,Machine Learning
Lead Machine Learning Engineer,Jobs for Humanity,"Hartford, CT",Hartford,CT,2024-01-14,United States,Mechanical Research Engineer,Mid senior,Onsite,Python
